period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2023-09-06,2023-09-06,day,K02000001,United Kingdom,98.45,Social UK spending on credit and debit cards,number,NSA
2023-09-07,2023-09-07,day,K02000001,United Kingdom,98.52,Social UK spending on credit and debit cards,number,NSA
2023-09-08,2023-09-08,day,K02000001,United Kingdom,97.60,Social UK spending on credit and debit cards,number,NSA
2023-09-11,2023-09-11,day,K02000001,United Kingdom,96.39,Social UK spending on credit and debit cards,number,NSA
2023-09-12,2023-09-12,day,K02000001,United Kingdom,96.70,Social UK spending on credit and debit cards,number,NSA
2023-09-13,2023-09-13,day,K02000001,United Kingdom,96.96,Social UK spending on credit and debit cards,number,NSA
2023-09-14,2023-09-14,day,K02000001,United Kingdom,97.01,Social UK spending on credit and debit cards,number,NSA
2023-09-15,2023-09-15,day,K02000001,United Kingdom,99.09,Social UK spending on credit and debit cards,number,NSA
2023-09-18,2023-09-18,day,K02000001,United Kingdom,101.18,Social UK spending on credit and debit cards,number,NSA
2023-09-19,2023-09-19,day,K02000001,United Kingdom,101.76,Social UK spending on credit and debit cards,number,NSA
2023-09-20,2023-09-20,day,K02000001,United Kingdom,101.54,Social UK spending on credit and debit cards,number,NSA
2023-09-21,2023-09-21,day,K02000001,United Kingdom,101.88,Social UK spending on credit and debit cards,number,NSA
2023-09-22,2023-09-22,day,K02000001,United Kingdom,100.31,Social UK spending on credit and debit cards,number,NSA
2023-09-25,2023-09-25,day,K02000001,United Kingdom,98.93,Social UK spending on credit and debit cards,number,NSA
2023-09-26,2023-09-26,day,K02000001,United Kingdom,99.31,Social UK spending on credit and debit cards,number,NSA
2023-09-27,2023-09-27,day,K02000001,United Kingdom,99.43,Social UK spending on credit and debit cards,number,NSA
2023-09-28,2023-09-28,day,K02000001,United Kingdom,99.52,Social UK spending on credit and debit cards,number,NSA
2023-09-29,2023-09-29,day,K02000001,United Kingdom,100.23,Social UK spending on credit and debit cards,number,NSA
2023-10-02,2023-10-02,day,K02000001,United Kingdom,102.91,Social UK spending on credit and debit cards,number,NSA
2023-10-03,2023-10-03,day,K02000001,United Kingdom,105.25,Social UK spending on credit and debit cards,number,NSA
2023-10-04,2023-10-04,day,K02000001,United Kingdom,106.04,Social UK spending on credit and debit cards,number,NSA
2023-10-05,2023-10-05,day,K02000001,United Kingdom,105.64,Social UK spending on credit and debit cards,number,NSA
2023-10-06,2023-10-06,day,K02000001,United Kingdom,105.19,Social UK spending on credit and debit cards,number,NSA
2023-10-09,2023-10-09,day,K02000001,United Kingdom,102.59,Social UK spending on credit and debit cards,number,NSA
2023-10-10,2023-10-10,day,K02000001,United Kingdom,100.07,Social UK spending on credit and debit cards,number,NSA
2023-10-11,2023-10-11,day,K02000001,United Kingdom,98.66,Social UK spending on credit and debit cards,number,NSA
2023-10-12,2023-10-12,day,K02000001,United Kingdom,98.36,Social UK spending on credit and debit cards,number,NSA
2023-10-13,2023-10-13,day,K02000001,United Kingdom,97.63,Social UK spending on credit and debit cards,number,NSA
2023-10-16,2023-10-16,day,K02000001,United Kingdom,96.46,Social UK spending on credit and debit cards,number,NSA
2023-10-17,2023-10-17,day,K02000001,United Kingdom,95.73,Social UK spending on credit and debit cards,number,NSA
2023-10-18,2023-10-18,day,K02000001,United Kingdom,95.59,Social UK spending on credit and debit cards,number,NSA
2023-10-19,2023-10-19,day,K02000001,United Kingdom,95.31,Social UK spending on credit and debit cards,number,NSA
2023-10-20,2023-10-20,day,K02000001,United Kingdom,95.40,Social UK spending on credit and debit cards,number,NSA
2023-10-23,2023-10-23,day,K02000001,United Kingdom,94.07,Social UK spending on credit and debit cards,number,NSA
2023-10-24,2023-10-24,day,K02000001,United Kingdom,93.82,Social UK spending on credit and debit cards,number,NSA
2023-10-25,2023-10-25,day,K02000001,United Kingdom,93.75,Social UK spending on credit and debit cards,number,NSA
2023-10-26,2023-10-26,day,K02000001,United Kingdom,93.93,Social UK spending on credit and debit cards,number,NSA
2023-10-27,2023-10-27,day,K02000001,United Kingdom,93.77,Social UK spending on credit and debit cards,number,NSA
2023-10-30,2023-10-30,day,K02000001,United Kingdom,95.46,Social UK spending on credit and debit cards,number,NSA
2023-10-31,2023-10-31,day,K02000001,United Kingdom,96.50,Social UK spending on credit and debit cards,number,NSA
2023-11-01,2023-11-01,day,K02000001,United Kingdom,97.21,Social UK spending on credit and debit cards,number,NSA
2023-11-02,2023-11-02,day,K02000001,United Kingdom,98.65,Social UK spending on credit and debit cards,number,NSA
2023-11-03,2023-11-03,day,K02000001,United Kingdom,99.66,Social UK spending on credit and debit cards,number,NSA
2023-11-06,2023-11-06,day,K02000001,United Kingdom,98.22,Social UK spending on credit and debit cards,number,NSA
2023-11-07,2023-11-07,day,K02000001,United Kingdom,98.83,Social UK spending on credit and debit cards,number,NSA
2023-11-08,2023-11-08,day,K02000001,United Kingdom,98.01,Social UK spending on credit and debit cards,number,NSA
2023-11-09,2023-11-09,day,K02000001,United Kingdom,96.23,Social UK spending on credit and debit cards,number,NSA
2023-11-10,2023-11-10,day,K02000001,United Kingdom,94.63,Social UK spending on credit and debit cards,number,NSA
2023-11-13,2023-11-13,day,K02000001,United Kingdom,93.82,Social UK spending on credit and debit cards,number,NSA
2023-11-14,2023-11-14,day,K02000001,United Kingdom,91.46,Social UK spending on credit and debit cards,number,NSA
2023-11-15,2023-11-15,day,K02000001,United Kingdom,91.04,Social UK spending on credit and debit cards,number,NSA
2023-11-16,2023-11-16,day,K02000001,United Kingdom,90.69,Social UK spending on credit and debit cards,number,NSA
2023-11-17,2023-11-17,day,K02000001,United Kingdom,90.23,Social UK spending on credit and debit cards,number,NSA
2023-11-20,2023-11-20,day,K02000001,United Kingdom,89.47,Social UK spending on credit and debit cards,number,NSA
2023-11-21,2023-11-21,day,K02000001,United Kingdom,89.42,Social UK spending on credit and debit cards,number,NSA
2023-11-22,2023-11-22,day,K02000001,United Kingdom,89.42,Social UK spending on credit and debit cards,number,NSA
2023-11-23,2023-11-23,day,K02000001,United Kingdom,89.45,Social UK spending on credit and debit cards,number,NSA
2023-11-24,2023-11-24,day,K02000001,United Kingdom,89.36,Social UK spending on credit and debit cards,number,NSA
2023-11-27,2023-11-27,day,K02000001,United Kingdom,91.17,Social UK spending on credit and debit cards,number,NSA
2023-11-28,2023-11-28,day,K02000001,United Kingdom,92.33,Social UK spending on credit and debit cards,number,NSA
2023-11-29,2023-11-29,day,K02000001,United Kingdom,92.96,Social UK spending on credit and debit cards,number,NSA
2023-11-30,2023-11-30,day,K02000001,United Kingdom,93.33,Social UK spending on credit and debit cards,number,NSA
2023-12-01,2023-12-01,day,K02000001,United Kingdom,94.68,Social UK spending on credit and debit cards,number,NSA
2023-12-04,2023-12-04,day,K02000001,United Kingdom,95.49,Social UK spending on credit and debit cards,number,NSA
2023-12-05,2023-12-05,day,K02000001,United Kingdom,96.23,Social UK spending on credit and debit cards,number,NSA
2023-12-06,2023-12-06,day,K02000001,United Kingdom,97.05,Social UK spending on credit and debit cards,number,NSA
2023-12-07,2023-12-07,day,K02000001,United Kingdom,97.06,Social UK spending on credit and debit cards,number,NSA
2023-12-08,2023-12-08,day,K02000001,United Kingdom,97.46,Social UK spending on credit and debit cards,number,NSA
2023-12-11,2023-12-11,day,K02000001,United Kingdom,97.82,Social UK spending on credit and debit cards,number,NSA
2023-12-12,2023-12-12,day,K02000001,United Kingdom,96.61,Social UK spending on credit and debit cards,number,NSA
2023-12-13,2023-12-13,day,K02000001,United Kingdom,95.17,Social UK spending on credit and debit cards,number,NSA
2023-12-14,2023-12-14,day,K02000001,United Kingdom,95.10,Social UK spending on credit and debit cards,number,NSA
2023-12-15,2023-12-15,day,K02000001,United Kingdom,93.85,Social UK spending on credit and debit cards,number,NSA
2023-12-18,2023-12-18,day,K02000001,United Kingdom,90.75,Social UK spending on credit and debit cards,number,NSA
2023-12-19,2023-12-19,day,K02000001,United Kingdom,89.28,Social UK spending on credit and debit cards,number,NSA
2023-12-20,2023-12-20,day,K02000001,United Kingdom,89.09,Social UK spending on credit and debit cards,number,NSA
2023-12-21,2023-12-21,day,K02000001,United Kingdom,88.61,Social UK spending on credit and debit cards,number,NSA
2023-12-22,2023-12-22,day,K02000001,United Kingdom,89.20,Social UK spending on credit and debit cards,number,NSA
2023-12-27,2023-12-27,day,K02000001,United Kingdom,62.15,Social UK spending on credit and debit cards,number,NSA
2023-12-28,2023-12-28,day,K02000001,United Kingdom,77.24,Social UK spending on credit and debit cards,number,NSA
2023-12-29,2023-12-29,day,K02000001,United Kingdom,77.98,Social UK spending on credit and debit cards,number,NSA
2024-01-02,2024-01-02,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-03,2024-01-03,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-04,2024-01-04,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-05,2024-01-05,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-08,2024-01-08,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-09,2024-01-09,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-10,2024-01-10,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-11,2024-01-11,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-12,2024-01-12,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-15,2024-01-15,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-16,2024-01-16,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-17,2024-01-17,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-18,2024-01-18,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-19,2024-01-19,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-22,2024-01-22,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-23,2024-01-23,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-24,2024-01-24,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-25,2024-01-25,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-26,2024-01-26,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-29,2024-01-29,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-30,2024-01-30,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-01-31,2024-01-31,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-01,2024-02-01,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-02,2024-02-02,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-05,2024-02-05,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-06,2024-02-06,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-07,2024-02-07,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-08,2024-02-08,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-09,2024-02-09,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-12,2024-02-12,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-13,2024-02-13,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-14,2024-02-14,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-15,2024-02-15,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-16,2024-02-16,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-19,2024-02-19,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-20,2024-02-20,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-21,2024-02-21,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-22,2024-02-22,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-23,2024-02-23,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-26,2024-02-26,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-27,2024-02-27,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-28,2024-02-28,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02-29,2024-02-29,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-01,2024-03-01,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-04,2024-03-04,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-05,2024-03-05,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-06,2024-03-06,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-07,2024-03-07,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-08,2024-03-08,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-11,2024-03-11,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-12,2024-03-12,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-13,2024-03-13,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-14,2024-03-14,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03-15,2024-03-15,day,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
